Statistic Label,Month,Driving Test Categories,Driving Test Centre,UNIT,Pass Rate,Number of Tests
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Mulhuddart, Co. Dublin",%,44.8,271.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,1.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Mullingar, Co. Westmeath",%,51.1,161.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Naas, Co. Kildare",%,50.8,442.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Navan, Co. Meath",%,64.0,353.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Nenagh, Co. Tipperary",%,40.3,87.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Newcastle West, Co. Limerick",%,63.5,111.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,1.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Portlaoise, Co. Laois",%,60.5,148.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Raheny, Co. Dublin",%,50.6,350.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Roscommon, Co. Roscommon",%,64.4,152.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Shannon, Co. Clare",%,55.1,86.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Skibbereen, Co. Cork",%,61.5,111.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Sligo, Co. Sligo",%,56.1,125.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Tallaght, Co. Dublin",%,47.6,1206.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Thurles, Co. Tipperary",%,63.1,111.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Tipperary, Co. Tipperary",%,53.7,87.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Tralee, Co. Kerry",%,62.3,198.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Tuam, Co. Galway",%,63.0,102.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Tullamore, Co. Offaly",%,57.5,131.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Waterford, Co. Waterford",%,52.2,243.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Wexford, Co. Wexford",%,57.5,151.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Wicklow, Co. Wicklow",%,63.4,84.0
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category B (Car or light van),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),All driving test centres,%,65.1,110.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Athlone, Co. Westmeath",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Ballina, Co. Mayo",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Carlow, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Carlow Talbot Hotel, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Carrick On Shannon, Co. Leitrim",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Castlebar, Co. Mayo",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Cavan, Co. Cavan",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Clonmel, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Cork (Ballincollig), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Cork (Wilton), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Donegal, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Dun Laoghaire / Deansgrange, Co. Dublin",%,62.5,12.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Dundalk, Co. Louth",%,85.7,7.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Dungarvan, Co. Waterford",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Ennis, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Finglas, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Galway (Carnmore), Co. Galway",%,100.0,5.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Gorey, Co. Wexford",%,NaN,1.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,33.3,3.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Killarney, Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Letterkenny, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Limerick - Castlemungret, Co. Limerick",%,66.7,10.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Longford, Co. Longford",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Mallow (Cork Racecourse Mallow), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Monaghan, Co. Monaghan",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Mulhuddart, Co. Dublin",%,66.7,22.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,1.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Mullingar, Co. Westmeath",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Naas, Co. Kildare",%,100.0,5.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Navan, Co. Meath",%,NaN,2.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Nenagh, Co. Tipperary",%,100.0,1.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Portlaoise, Co. Laois",%,100.0,1.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Roscommon, Co. Roscommon",%,100.0,1.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Shannon, Co. Clare",%,NaN,1.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Skibbereen, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Sligo, Co. Sligo",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Tallaght, Co. Dublin",%,52.9,23.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Thurles, Co. Tipperary",%,75.0,4.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Tralee, Co. Kerry",%,62.5,8.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Tuam, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Tullamore, Co. Offaly",%,50.0,3.0
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Waterford, Co. Waterford",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Wexford, Co. Wexford",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Wicklow, Co. Wicklow",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category A (Motorcycle All),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),All driving test centres,%,75.5,239.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Athlone, Co. Westmeath",%,NaN,1.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Ballina, Co. Mayo",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Birr, Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Buncrana, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Carlow, Co. Carlow",%,50.0,8.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Carlow Talbot Hotel, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Carrick On Shannon, Co. Leitrim",%,75.0,4.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Castlebar, Co. Mayo",%,80.0,6.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Cavan, Co. Cavan",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Clifden, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Clonmel, Co. Tipperary",%,33.3,3.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Cork (Ballincollig), Co. Cork",%,81.3,17.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Cork (St. Finbarr's GAA Club Togher), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Cork (Wilton), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Donegal, Co. Donegal",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Drogheda, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Dun Laoghaire / Deansgrange, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Dundalk, Co. Louth",%,71.4,17.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Dungarvan, Co. Waterford",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Ennis, Co. Clare",%,100.0,2.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Finglas, Co. Dublin",%,66.0,53.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Galway (Carnmore), Co. Galway",%,94.4,19.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Galway (Westside), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Gorey, Co. Wexford",%,80.0,5.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Kilkenny (Govt Buildings), Co. Kilkenny",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Kilkenny (O'Loughlin Gaels), Co. Kilkenny",%,100.0,5.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Killarney, Co. Kerry",%,100.0,5.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Killester, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Kilrush, Co. Clare",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Letterkenny, Co. Donegal",%,66.7,11.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Limerick - Castlemungret, Co. Limerick",%,66.7,9.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Limerick - Woodview, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Limerick (Roxboro), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Longford, Co. Longford",%,100.0,1.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Loughrea, Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Loughrea (Lough Rea Hotel & Spa), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Mallow, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Mallow (Cork Racecourse Mallow), Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Monaghan, Co. Monaghan",%,100.0,2.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Mulhuddart, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Mulhuddart (Carlton Hotel), Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Mulhuddart Maple House, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Mullingar, Co. Westmeath",%,80.0,5.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Naas, Co. Kildare",%,75.0,21.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Navan, Co. Meath",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Nenagh, Co. Tipperary",%,83.3,6.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Newcastle West, Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Newcastle West (Longcourt House Hotel), Co. Limerick",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Portlaoise, Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Portlaoise (Maldron Hotel), Co. Laois",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Raheny, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Roscommon, Co. Roscommon",%,100.0,4.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Shannon, Co. Clare",%,100.0,1.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Skibbereen, Co. Cork",%,NaN,1.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Sligo, Co. Sligo",%,100.0,1.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Tallaght, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Thurles, Co. Tipperary",%,50.0,6.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Tipperary, Co. Tipperary",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Tralee, Co. Kerry",%,100.0,1.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Tralee (HGV's), Co. Kerry",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Tuam, Co. Galway",%,66.7,3.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Tullamore, Co. Offaly",%,83.3,6.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Waterford, Co. Waterford",%,81.8,11.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Wexford, Co. Wexford",%,100.0,5.0
Driving Test Pass Rate,2021 February,Category C (Truck),"Wicklow, Co. Wicklow",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Galway (Clybaun Hotel), Co. Galway",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Sandyford, Co. Dublin",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Southgate, Co. Louth",%,NaN,NaN
Driving Test Pass Rate,2021 February,Category C (Truck),"Mitchelstown, Co. Cork",%,NaN,NaN
Driving Test Pass Rate,2021 March,Category B (Car or light van),All driving test centres,%,53.4,9852.0
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Athlone, Co. Westmeath",%,69.1,132.0
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Ballina, Co. Mayo",%,57.6,101.0
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Birr, Co. Offaly",%,44.4,127.0
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Birr (County Arms Hotel), Co. Offaly",%,NaN,NaN
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Buncrana, Co. Donegal",%,55.6,60.0
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Carlow, Co. Carlow",%,52.5,216.0
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Carlow Talbot Hotel, Co. Carlow",%,NaN,NaN
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Carrick On Shannon, Co. Leitrim",%,75.0,58.0
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Castlebar, Co. Mayo",%,65.5,204.0
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Cavan, Co. Cavan",%,77.7,99.0
Driving Test Pass Rate,2021 March,Category B (Car or light van),"Charlestown (Dublin), Co. Dublin",%,NaN,NaN
